12;19;31;4;007B;SUMATERA UTARA;BATU BARA;DATUK TANAH DATAR;BANGUN SARI;1219031004007B;20150;121919105;121919229;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;30;10;005B;SUMATERA UTARA;BATU BARA;TALAWI;PADANG GENTING;1219030010005B;20192;121959085;121919226;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;40;2;001B;SUMATERA UTARA;BATU BARA;LIMAPULUH;MANGKAI LAMA;1219040002001B;20250;121916890;121919219;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;42;1;003B;SUMATERA UTARA;BATU BARA;DATUK LIMA PULUH;KWALA GUNUNG;1219042001003B;20280;121954910;121919234;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;42;4;010B;SUMATERA UTARA;BATU BARA;DATUK LIMA PULUH;EMPAT NEGERI;1219042004010B;20294;121954910;121919233;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;42;7;007B;SUMATERA UTARA;BATU BARA;DATUK LIMA PULUH;PULAU SEJUK;1219042007007B;20321;121954910;121919234;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;41;2;005B;SUMATERA UTARA;BATU BARA;LIMA PULUH PESISIR;PEMATANG PANJANG;1219041002005B;20343;121955985;121919235;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;41;3;014B;SUMATERA UTARA;BATU BARA;LIMA PULUH PESISIR;BULAN-BULAN;1219041003014B;20352;121955985;121919235;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;41;6;004B;SUMATERA UTARA;BATU BARA;LIMA PULUH PESISIR;LUBUK CUIK;1219041006004B;20384;121955985;121919236;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;42;10;001B;SUMATERA UTARA;BATU BARA;DATUK LIMA PULUH;LUBUK HULU;1219042010001B;20398;121954910;121919233;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;14;007B;SUMATERA UTARA;BATU BARA;AIR PUTIH;SUKARAJA;1219050014007B;20454;121959112;121919205;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;17;001B;SUMATERA UTARA;BATU BARA;AIR PUTIH;LIMAU SUNDAI;1219050017001B;20479;121959112;121919205;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;17;002B;SUMATERA UTARA;BATU BARA;AIR PUTIH;LIMAU SUNDAI;1219050017002B;20480;121919102;121919207;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;22;005B;SUMATERA UTARA;BATU BARA;AIR PUTIH;TANJUNG KUBAH;1219050022005B;20494;121919102;121919208;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;61;2;002B;SUMATERA UTARA;BATU BARA;LAUT TADOR;LAUT TADOR;1219061002002B;20515;121919842;121919211;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;61;6;010B;SUMATERA UTARA;BATU BARA;LAUT TADOR;SEI SIMUJUR;1219061006010B;20554;121919842;121919211;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
